No	ContigN50	Platform	Pan
22	28800	Other_TGS	no
22	28800	Other_TGS	pan-genome
10	28812.407	HiFi	pan-genome
48	28817.9	Other_TGS	pan-genome
10	28923.308	HiFi	pan-genome
48	28970	Other_TGS	no
31	29260	Ultra-long_ONT	no
31	29342.999	HiFi	no
48	29362.301	Other_TGS	pan-genome
48	29390	Other_TGS	no
33	29398.129	HiFi	no
10	29420.002	HiFi	pan-genome
48	29472.912	Other_TGS	pan-genome
31	29600	Other_TGS	no
46	29800	HiFi	no
29	30000	HiFi	no
48	30016.307	Other_TGS	pan-genome
18	30041	HiFi	no
48	30106.521	Other_TGS	pan-genome
22	30170.985	HiFi	no
48	30254.78	Other_TGS	pan-genome
48	30319.899	Other_TGS	pan-genome
10	30450.026	HiFi	pan-genome
48	30489.4	Other_TGS	pan-genome
48	30494.893	Other_TGS	pan-genome
48	30518.009	Other_TGS	pan-genome
10	30611.711	HiFi	pan-genome
48	30614.91	Other_TGS	pan-genome
10	30680.495	HiFi	pan-genome
10	30686.789	HiFi	pan-genome
29	30980	HiFi	no
9	31012.112	Other_TGS	no
48	31071.073	Other_TGS	pan-genome
48	31111	HiFi	no
48	31180.455	Other_TGS	pan-genome
48	31207.825	Other_TGS	pan-genome
10	31210.3	HiFi	pan-genome
12	31300	Other_TGS	no
48	31358.719	Other_TGS	pan-genome
48	31403.5	Other_TGS	pan-genome
48	31466.125	Other_TGS	pan-genome
24	31600	HiFi	no
10	31630.509	HiFi	no
30	31700	HiFi	no
29	31913.876	HiFi	no
48	31930	HiFi	no
32	32000	HiFi	no
46	32091	Other_TGS	no
10	32102.303	HiFi	pan-genome
10	32221.265	HiFi	pan-genome
31	32380	HiFi	no
30	32500	HiFi	no
33	32600	Other_TGS	no
33	32600	HiFi	no
31	32792.745	HiFi	pan-genome
31	32800.000 	HiFi	pan-genome
31	32986.920 	HiFi	no
31	32991.989	HiFi	pan-genome
10	33062.189	HiFi	pan-genome
32	33270	HiFi	no
31	33272.192	HiFi	pan-genome
24	33410	HiFi	no
33	33700	HiFi	no
10	33713.263	HiFi	pan-genome
16	33985	Other_TGS	no
48	34102.2	Other_TGS	pan-genome
31	34340	Ultra-long_ONT	no
10	34585.031	HiFi	pan-genome
16	34698.656	HiFi	no
32	34760	NGS	pan-genome
29	35381.848	HiFi	no
10	35415	Other_TGS	pan-genome
12	35590	HiFi	no
48	35600	Other_TGS	pan-genome
16	35672.969	HiFi	no
32	35701	NGS	pan-genome
48	35784.4	Other_TGS	pan-genome
24	35870	HiFi	no
18	35895	HiFi	no
12	35960	HiFi	no
32	36020	HiFi	no
32	36143	NGS	pan-genome
31	36166.843	HiFi	pan-genome
48	36662.701	Other_TGS	no
31	36685.131	HiFi	pan-genome
32	36897	NGS	pan-genome
32	36907	NGS	pan-genome
31	37013.397	HiFi	pan-genome
31	37230.942	HiFi	pan-genome
18	37578.261	HiFi	no
32	37764	NGS	pan-genome
18	38006.131	HiFi	no
21	38260	Other_TGS	no
10	38573.349	HiFi	pan-genome
10	38650	HiFi	no
31	38861	Other_TGS	no
10	39124.665	HiFi	pan-genome
31	39172.733	HiFi	pan-genome
27	39560.356	Other_TGS	no
48	39624.1	Other_TGS	pan-genome
27	39940	HiFi	no
10	40524.743	HiFi	pan-genome
10	40565.688	HiFi	pan-genome
29	40950	HiFi	no
29	41060.504	Other_TGS	no
10	41300	Other_TGS	no
22	41362.954	HiFi	no
12	41459	HiFi	no
10	41556.49	HiFi	pan-genome
10	41588.029	HiFi	pan-genome
32	41684	NGS	pan-genome
10	41697.488	HiFi	pan-genome
10	41709.016	HiFi	pan-genome
9	42264.240 	HiFi	no
55	42376.536	HiFi	no
12	42440	HiFi	no
24	42500	HiFi	no
48	42552	Other_TGS	no
22	42724.82	HiFi	no
22	42980	Other_TGS	no
22	43438.762	HiFi	no
27	43800	Ultra-long_ONT	no
10	43800	HiFi	no
16	44850	Other_TGS	no
3	45710	Ultra-long_ONT	no
43	46000	HiFi	no
10	46203	HiFi	pan-genome
10	46617.194	HiFi	pan-genome
3	47670	HiFi	no
46	48171.71	Other_TGS	no
32	48762.592	Other_TGS	no
32	48976	Other_TGS	no
48	49004.2	Other_TGS	pan-genome
12	49320	Other_TGS	no
48	49767.1	Other_TGS	pan-genome
18	49984	HiFi	no
21	50700	Ultra-long_ONT	no
3	51340	HiFi	no
48	52000	HiFi	no
32	52033.905	HiFi	no
10	52167.297	HiFi	pan-genome
48	52355.1	Other_TGS	pan-genome
32	52460.833	HiFi	no
61	53740	Other_TGS	no
18	54055.383	HiFi	no
48	54363.391	HiFi	no
10	55200	HiFi	no
48	55904.388	HiFi	no
10	59600.546	HiFi	pan-genome
10	59720	Other_TGS	no
48	61620	HiFi	pan-genome
22	64800	Other_TGS	no
48	65000	HiFi	no
44	65570	Other_TGS	no
31	66744	HiFi	no
10	68500	HiFi	no
48	69600	HiFi	no
48	71700	HiFi	no
10	72150	HiFi	no
6	74692.58	HiFi	no
6	74900	HiFi	no
48	75270	Other_TGS	no
22	75300	Other_TGS	no
31	75380	Ultra-long_ONT	no
48	76900	HiFi	no
46	76960	HiFi	no
48	79180	HiFi	pan-genome
46	80390	HiFi	no
50	81660	HiFi	no
10	82161.017	HiFi	no
10	82900	HiFi	no
48	84830	HiFi	no
6	87391.069	HiFi	no
48	88470	HiFi	no
22	88960	HiFi	no
48	89000	Other_TGS	pan-genome
6	90000	HiFi	no
65	96840	Other_TGS	no
22	97680	Other_TGS	no
10	99000	HiFi	no
10	105170	HiFi	no
50	109820	HiFi	no
22	122262	HiFi	no
48	126500	HiFi	no
48	129400	HiFi	no
48	131200	HiFi	no
48	134075	HiFi	no
32	180560	HiFi	no
48	181203	Ultra-long_ONT	no
44	311288	Other_TGS	no
29	430900	Other_TGS	no
50	507270	HiFi	no
